,movie,year,imdb,metascore,votes
605,The Chronicles of Narnia: Prince Caspian,2008,6.5,62,185192
606,Revolutionary Road,2008,7.3,69,184991
607,You Don't Mess with the Zohan,2008,5.5,54,182676
608,The Dark Knight,2008,9.0,84,2170011
609,WALL·E,2008,8.4,95,943136
610,Iron Man,2008,7.9,79,896642
611,Slumdog Millionaire,2008,8.0,86,766350
612,Gran Torino,2008,8.1,72,688908
613,The Curious Case of Benjamin Button,2008,7.8,70,556576
614,Taken,2008,7.8,51,548397
615,Hancock,2008,6.4,49,425474
616,The Incredible Hulk,2008,6.7,61,415401
617,Indiana Jones and the Kingdom of the Crystal Skull,2008,6.1,65,405520
618,Twilight,2008,5.2,56,404293
619,The Hurt Locker,2008,7.6,95,403498
620,Kung Fu Panda,2008,7.5,73,396447
621,Quantum of Solace,2008,6.6,58,387247
622,In Bruges,2008,7.9,67,373530
623,Tropic Thunder,2008,7.0,71,362200
624,Cloverfield,2008,7.0,64,359767
625,Wanted,2008,6.7,64,348258
626,Yes Man,2008,6.8,46,319482
627,Pineapple Express,2008,7.0,64,302777
628,Burn After Reading,2008,7.0,63,295544
629,The Wrestler,2008,7.9,81,281701
630,Jumper,2008,6.1,35,277894
631,Seven Pounds,2008,7.6,36,275541
632,Step Brothers,2008,6.9,51,255309
633,Forgetting Sarah Marshall,2008,7.1,67,253182
634,Hellboy II: The Golden Army,2008,7.0,78,248483
635,Vicky Cristina Barcelona,2008,7.1,70,232965
636,Changeling,2008,7.7,63,227615
637,RocknRolla,2008,7.3,53,224940
638,The Reader,2008,7.6,58,222457
639,21,2008,6.8,48,219793
640,Valkyrie,2008,7.1,56,219163
641,Role Models,2008,6.8,61,214590
642,Rambo,2008,7.0,46,210608
643,Body of Lies,2008,7.1,57,204530
644,Mamma Mia!,2008,6.4,51,202112
645,Ip Man,2008,8.0,59,201285
646,Let the Right One In,2008,7.9,82,198900
647,Get Smart,2008,6.5,54,195088
648,Madagascar: Escape 2 Africa,2008,6.6,61,192689
649,Death Race,2008,6.4,43,191635
650,The Happening,2008,5.0,34,189691
651,The Chronicles of Narnia: Prince Caspian,2008,6.5,62,185192
652,Revolutionary Road,2008,7.3,69,184991
653,You Don't Mess with the Zohan,2008,5.5,54,182676
654,The Dark Knight,2008,9.0,84,2170011
655,WALL·E,2008,8.4,95,943136
656,Iron Man,2008,7.9,79,896642
657,Slumdog Millionaire,2008,8.0,86,766350
658,Gran Torino,2008,8.1,72,688908
659,The Curious Case of Benjamin Button,2008,7.8,70,556576
660,Taken,2008,7.8,51,548397
661,Hancock,2008,6.4,49,425474
662,The Incredible Hulk,2008,6.7,61,415401
663,Indiana Jones and the Kingdom of the Crystal Skull,2008,6.1,65,405520
664,Twilight,2008,5.2,56,404293
665,The Hurt Locker,2008,7.6,95,403498
666,Kung Fu Panda,2008,7.5,73,396447
667,Quantum of Solace,2008,6.6,58,387247
668,In Bruges,2008,7.9,67,373530
669,Tropic Thunder,2008,7.0,71,362200
670,Cloverfield,2008,7.0,64,359767
671,Wanted,2008,6.7,64,348258
672,Yes Man,2008,6.8,46,319482
673,Pineapple Express,2008,7.0,64,302777
674,Burn After Reading,2008,7.0,63,295544
675,The Wrestler,2008,7.9,81,281701
676,Jumper,2008,6.1,35,277894
677,Seven Pounds,2008,7.6,36,275541
678,Step Brothers,2008,6.9,51,255309
679,Forgetting Sarah Marshall,2008,7.1,67,253182
680,Hellboy II: The Golden Army,2008,7.0,78,248483
681,Vicky Cristina Barcelona,2008,7.1,70,232965
682,Changeling,2008,7.7,63,227615
683,RocknRolla,2008,7.3,53,224940
684,The Reader,2008,7.6,58,222457
685,21,2008,6.8,48,219793
686,Valkyrie,2008,7.1,56,219163
687,Role Models,2008,6.8,61,214590
688,Rambo,2008,7.0,46,210608
689,Body of Lies,2008,7.1,57,204530
690,Mamma Mia!,2008,6.4,51,202112
691,Ip Man,2008,8.0,59,201285
692,Let the Right One In,2008,7.9,82,198900
693,Get Smart,2008,6.5,54,195088
694,Madagascar: Escape 2 Africa,2008,6.6,61,192689
695,Death Race,2008,6.4,43,191635
696,The Happening,2008,5.0,34,189691
697,The Chronicles of Narnia: Prince Caspian,2008,6.5,62,185192
698,Revolutionary Road,2008,7.3,69,184991
699,You Don't Mess with the Zohan,2008,5.5,54,182676
700,Inglourious Basterds,2009,8.3,69,1179770
701,Avatar,2009,7.8,83,1076713
702,Up,2009,8.2,88,880894
703,The Hangover,2009,7.7,73,688170
704,District 9,2009,7.9,81,617935
705,Star Trek,2009,7.9,82,564514
706,Sherlock Holmes,2009,7.6,57,561384
707,Zombieland,2009,7.6,73,493278
708,Watchmen,2009,7.6,56,478627
709,500 Days of Summer,2009,7.7,76,452630
710,X-Men Origins: Wolverine,2009,6.6,40,449720
711,Harry Potter and the Half-Blood Prince,2009,7.6,78,438215
712,Transformers: Revenge of the Fallen,2009,6.0,35,372623
713,2012,2009,5.8,49,337272
714,Terminator Salvation,2009,6.5,49,332173
715,Moon,2009,7.9,67,320569
716,3 Idiots,2009,8.4,67,315564
717,Up in the Air,2009,7.4,83,307261
718,The Proposal,2009,6.7,48,281193
719,The Blind Side,2009,7.6,53,276216
720,Public Enemies,2009,7.0,70,268124
721,Angels & Demons,2009,6.7,48,260526
722,Law Abiding Citizen,2009,7.4,34,259869
723,The Twilight Saga: New Moon,2009,4.7,44,254387
724,Fast & Furious,2009,6.6,46,250197
725,The Road,2009,7.2,64,213419
726,Knowing,2009,6.2,41,213036
727,Ice Age: Dawn of the Dinosaurs,2009,6.9,50,212032
728,Mr. Nobody,2009,7.8,63,204339
729,The Girl with the Dragon Tattoo,2009,7.8,76,202101
730,The Ugly Truth,2009,6.4,28,195336
731,G.I. Joe: The Rise of Cobra,2009,5.8,32,194154
732,Cloudy with a Chance of Meatballs,2009,6.9,66,193352
733,"I Love You, Man",2009,7.0,70,188728
734,Coraline,2009,7.7,80,184223
735,Fantastic Mr. Fox,2009,7.8,83,183783
736,Orphan,2009,6.9,42,181766
737,Drag Me to Hell,2009,6.5,83,181215
738,The Secret in Their Eyes,2009,8.2,80,179608
739,The Taking of Pelham 123,2009,6.4,55,178433
740,17 Again,2009,6.3,48,171727
741,Night at the Museum: Battle of the Smithsonian,2009,6.0,42,167144
742,Surrogates,2009,6.3,45,165440
743,He's Just Not That Into You,2009,6.4,47,154039
744,Inglourious Basterds,2009,8.3,69,1179770
745,Avatar,2009,7.8,83,1076713
746,Up,2009,8.2,88,880894
747,The Hangover,2009,7.7,73,688170
748,District 9,2009,7.9,81,617935
749,Star Trek,2009,7.9,82,564514
750,Sherlock Holmes,2009,7.6,57,561384
751,Zombieland,2009,7.6,73,493278
752,Watchmen,2009,7.6,56,478627
753,500 Days of Summer,2009,7.7,76,452630
754,X-Men Origins: Wolverine,2009,6.6,40,449720
755,Harry Potter and the Half-Blood Prince,2009,7.6,78,438215
756,Transformers: Revenge of the Fallen,2009,6.0,35,372623
757,2012,2009,5.8,49,337272
758,Terminator Salvation,2009,6.5,49,332173
759,Moon,2009,7.9,67,320569
760,3 Idiots,2009,8.4,67,315564
761,Up in the Air,2009,7.4,83,307261
762,The Proposal,2009,6.7,48,281193
763,The Blind Side,2009,7.6,53,276216
764,Public Enemies,2009,7.0,70,268124
765,Angels & Demons,2009,6.7,48,260526
766,Law Abiding Citizen,2009,7.4,34,259869
767,The Twilight Saga: New Moon,2009,4.7,44,254387
768,Fast & Furious,2009,6.6,46,250197
769,The Road,2009,7.2,64,213419
770,Knowing,2009,6.2,41,213036
771,Ice Age: Dawn of the Dinosaurs,2009,6.9,50,212032
772,Mr. Nobody,2009,7.8,63,204339
773,The Girl with the Dragon Tattoo,2009,7.8,76,202101
774,The Ugly Truth,2009,6.4,28,195336
775,G.I. Joe: The Rise of Cobra,2009,5.8,32,194154
776,Cloudy with a Chance of Meatballs,2009,6.9,66,193352
777,"I Love You, Man",2009,7.0,70,188728
778,Coraline,2009,7.7,80,184223
779,Fantastic Mr. Fox,2009,7.8,83,183783
780,Orphan,2009,6.9,42,181766
781,Drag Me to Hell,2009,6.5,83,181215
782,The Secret in Their Eyes,2009,8.2,80,179608
783,The Taking of Pelham 123,2009,6.4,55,178433
784,17 Again,2009,6.3,48,171727
785,Night at the Museum: Battle of the Smithsonian,2009,6.0,42,167144
786,Surrogates,2009,6.3,45,165440
787,He's Just Not That Into You,2009,6.4,47,154039
788,Inglourious Basterds,2009,8.3,69,1179770
789,Avatar,2009,7.8,83,1076713
790,Up,2009,8.2,88,880894
791,The Hangover,2009,7.7,73,688170
792,District 9,2009,7.9,81,617935
793,Star Trek,2009,7.9,82,564514
794,Sherlock Holmes,2009,7.6,57,561384
795,Zombieland,2009,7.6,73,493278
796,Watchmen,2009,7.6,56,478627
797,500 Days of Summer,2009,7.7,76,452630
798,X-Men Origins: Wolverine,2009,6.6,40,449720
799,Harry Potter and the Half-Blood Prince,2009,7.6,78,438215
800,Transformers: Revenge of the Fallen,2009,6.0,35,372623
801,2012,2009,5.8,49,337272
802,Terminator Salvation,2009,6.5,49,332173
803,Moon,2009,7.9,67,320569
804,3 Idiots,2009,8.4,67,315564
805,Up in the Air,2009,7.4,83,307261
806,The Proposal,2009,6.7,48,281193
807,The Blind Side,2009,7.6,53,276216
808,Public Enemies,2009,7.0,70,268124
809,Angels & Demons,2009,6.7,48,260526
810,Law Abiding Citizen,2009,7.4,34,259869
811,The Twilight Saga: New Moon,2009,4.7,44,254387
812,Fast & Furious,2009,6.6,46,250197
813,The Road,2009,7.2,64,213419
814,Knowing,2009,6.2,41,213036
815,Ice Age: Dawn of the Dinosaurs,2009,6.9,50,212032
816,Mr. Nobody,2009,7.8,63,204339
817,The Girl with the Dragon Tattoo,2009,7.8,76,202101
818,The Ugly Truth,2009,6.4,28,195336
819,G.I. Joe: The Rise of Cobra,2009,5.8,32,194154
820,Cloudy with a Chance of Meatballs,2009,6.9,66,193352
821,"I Love You, Man",2009,7.0,70,188728
822,Coraline,2009,7.7,80,184223
823,Fantastic Mr. Fox,2009,7.8,83,183783
824,Orphan,2009,6.9,42,181766
825,Drag Me to Hell,2009,6.5,83,181215
826,The Secret in Their Eyes,2009,8.2,80,179608
827,The Taking of Pelham 123,2009,6.4,55,178433
828,17 Again,2009,6.3,48,171727
829,Night at the Museum: Battle of the Smithsonian,2009,6.0,42,167144
830,Surrogates,2009,6.3,45,165440
831,He's Just Not That Into You,2009,6.4,47,154039
832,Inglourious Basterds,2009,8.3,69,1179770
833,Avatar,2009,7.8,83,1076713
834,Up,2009,8.2,88,880894
835,The Hangover,2009,7.7,73,688170
836,District 9,2009,7.9,81,617935
837,Star Trek,2009,7.9,82,564514
838,Sherlock Holmes,2009,7.6,57,561384
839,Zombieland,2009,7.6,73,493278
840,Watchmen,2009,7.6,56,478627
841,500 Days of Summer,2009,7.7,76,452630
842,X-Men Origins: Wolverine,2009,6.6,40,449720
843,Harry Potter and the Half-Blood Prince,2009,7.6,78,438215
844,Transformers: Revenge of the Fallen,2009,6.0,35,372623
845,2012,2009,5.8,49,337272
846,Terminator Salvation,2009,6.5,49,332173
847,Moon,2009,7.9,67,320569
848,3 Idiots,2009,8.4,67,315564
849,Up in the Air,2009,7.4,83,307261
850,The Proposal,2009,6.7,48,281193
851,The Blind Side,2009,7.6,53,276216
852,Public Enemies,2009,7.0,70,268124
853,Angels & Demons,2009,6.7,48,260526
854,Law Abiding Citizen,2009,7.4,34,259869
855,The Twilight Saga: New Moon,2009,4.7,44,254387
856,Fast & Furious,2009,6.6,46,250197
857,The Road,2009,7.2,64,213419
858,Knowing,2009,6.2,41,213036
859,Ice Age: Dawn of the Dinosaurs,2009,6.9,50,212032
860,Mr. Nobody,2009,7.8,63,204339
861,The Girl with the Dragon Tattoo,2009,7.8,76,202101
862,The Ugly Truth,2009,6.4,28,195336
863,G.I. Joe: The Rise of Cobra,2009,5.8,32,194154
864,Cloudy with a Chance of Meatballs,2009,6.9,66,193352
865,"I Love You, Man",2009,7.0,70,188728
866,Coraline,2009,7.7,80,184223
867,Fantastic Mr. Fox,2009,7.8,83,183783
868,Orphan,2009,6.9,42,181766
869,Drag Me to Hell,2009,6.5,83,181215
870,The Secret in Their Eyes,2009,8.2,80,179608
871,The Taking of Pelham 123,2009,6.4,55,178433
872,17 Again,2009,6.3,48,171727
873,Night at the Museum: Battle of the Smithsonian,2009,6.0,42,167144
874,Surrogates,2009,6.3,45,165440
875,He's Just Not That Into You,2009,6.4,47,154039
876,Inception,2010,8.8,74,1918913
877,Shutter Island,2010,8.1,63,1050592
878,Toy Story 3,2010,8.3,92,716489
879,Iron Man 2,2010,7.0,57,685311
880,Black Swan,2010,8.0,79,668375
881,How to Train Your Dragon,2010,8.1,75,632355
882,The King's Speech,2010,8.0,88,611465
883,The Social Network,2010,7.7,95,586592
884,Kick-Ass,2010,7.6,66,509032
885,Despicable Me,2010,7.6,72,478737
